D³ugoœæ;G³êbokoœæ;Wysokoœæ;;Cena katalogowa 2022;Cena katalogowa 11.2021;Ró¿nica 11.2021-12.2021;;
1900;700;850;3031.197;9021;6935;30;3031;
2000;700;850;3031.207;9450;7247;30;3031;
2100;700;850;3031.217;9717;7440;31;3031;
2200;700;850;3031.227;9959;7611;31;3031;
2300;700;850;3031.237;10201;7783;31;3031;
2400;700;850;3031.247;10442;7954;31;3031;
1200;800;850;3031.128;7650;5958;28;3031;
1300;800;850;3031.138;7903;6138;29;3031;
1400;800;850;3031.148;8156;6317;29;3031;
1500;800;850;3031.158;8410;6497;29;3031;
1600;800;850;3031.168;8663;6676;30;3031;
1700;800;850;3031.178;8916;6856;30;3031;
1800;800;850;3031.188;9169;7035;30;3031;
1900;800;850;3031.198;9441;7233;31;3031;
2000;800;850;3031.208;9896;7563;31;3031;
2100;800;850;3031.218;10180;7769;31;3031;
2200;800;850;3031.228;10440;7952;31;3031;
2300;800;850;3031.238;10699;8136;31;3031;
2400;800;850;3031.248;10958;8320;32;3031;
400;600;850;3055.086;2821;2259;25;3055;
800;600;850;3055.096;4071;3211;27;3055;
1200;600;850;3055.106;5363;4200;28;3055;
1600;600;850;3055.116;6656;5190;28;3055;
2000;600;850;3055.126;8061;6272;29;3055;
400;700;850;3055.087;2942;2344;25;3055;
800;700;850;3055.097;4232;3325;27;3055;
1200;700;850;3055.107;5564;4343;28;3055;
1600;700;850;3055.117;6897;5361;29;3055;
2000;700;850;3055.127;8352;6478;29;3055;
400;800;850;3055.088;3084;2445;26;3055;
800;800;850;3055.098;4438;3471;28;3055;
1200;800;850;3055.108;5834;4533;29;3055;
1600;800;850;3055.118;7229;5596;29;3055;
2000;800;850;3055.128;8758;6765;29;3055;
400;600;850;3056.046;3023;2425;25;3056;
800;600;850;3056.086;4768;3804;25;3056;
1200;600;850;3056.126;6221;4922;26;3056;
1600;600;850;3056.166;7840;6190;27;3056;
2000;600;850;3056.206;9531;7512;27;3056;
400;700;850;3056.047;3144;2510;25;3056;
800;700;850;3056.087;4929;3918;26;3056;
1200;700;850;3056.127;6421;5065;27;3056;
1600;700;850;3056.167;8081;6360;27;3056;
2000;700;850;3056.207;9820;7717;27;3056;
400;800;850;3056.048;3286;2611;26;3056;
800;800;850;3056.088;5135;4064;26;3056;
1200;800;850;3056.128;6691;5256;27;3056;
1600;800;850;3056.168;8413;6596;28;3056;
2000;800;850;3056.208;10227;8006;28;3056;
800;600;850;3057.096;4835;3788;28;3057;
1200;600;850;3057.106;6413;4979;29;3057;
1600;600;850;3057.116;7991;6172;29;3057;
2000;600;850;3057.126;9733;7480;30;3057;
800;700;850;3057.097;5029;3925;28;3057;
1200;700;850;3057.107;6662;5156;29;3057;
1600;700;850;3057.117;8295;6388;30;3057;
2000;700;850;3057.127;10103;7742;30;3057;
800;800;850;3057.098;5268;4095;29;3057;
1200;800;850;3057.108;6980;5382;30;3057;
1600;800;850;3057.118;8692;6669;30;3057;
2000;800;850;3057.128;10588;8086;31;3057;
400;600;850;3086.046;2670;2242;19;3086;
500;600;850;3086.056;2781;2326;20;3086;
600;600;850;3086.066;2914;2427;20;3086;
400;700;850;3086.047;2882;2401;20;3086;
500;700;850;3086.057;3001;2491;20;3086;
600;700;850;3086.067;3148;2601;21;3086;
400;800;850;3086.048;3095;2560;21;3086;
500;800;850;3086.058;3221;2655;21;3086;
600;800;850;3086.068;3381;2776;22;3086;
400;600;850;3087.046;3303;2791;18;3087;
500;600;850;3087.056;3424;2882;19;3087;
600;600;850;3087.066;3566;2990;19;3087;
400;700;850;3087.047;3550;2976;19;3087;
500;700;850;3087.057;3678;3073;20;3087;
600;700;850;3087.067;3834;3191;20;3087;
400;800;850;3087.048;3797;3161;20;3087;
500;800;850;3087.058;3932;3263;21;3087;
600;800;850;3087.068;4102;3391;21;3087;
800;500;1800;3088.085/1;6549;5062;29;3088;
900;500;1800;3088.095/1;6944;5342;30;3088;
1000;500;1800;3088.105/1;7339;5622;31;3088;
1100;500;1800;3088.115/1;7733;5901;31;3088;
1200;500;1800;3088.125/1;8128;6181;32;3088;
1300;500;1800;3088.135/1;8522;6460;32;3088;
1400;500;1800;3088.145/1;8917;6740;32;3088;
1500;500;1800;3088.155/1;9312;7020;33;3088;
1600;500;1800;3088.165/1;9750;7331;33;3088;
1700;500;1800;3088.175/1;10404;7847;33;3088;
1800;500;1800;3088.185/1;10788;8119;33;3088;
1900;500;1800;3088.195/1;11171;8390;33;3088;
2000;500;1800;3088.205/1;11555;8662;33;3088;
800;600;1800;3088.086/1;6861;5283;30;3088;
900;600;1800;3088.096/1;7275;5576;30;3088;
1000;600;1800;3088.106/1;7689;5870;31;3088;
1100;600;1800;3088.116/1;8103;6163;31;3088;
1200;600;1800;3088.126/1;8517;6456;32;3088;
1300;600;1800;3088.136/1;8930;6749;32;3088;
1400;600;1800;3088.146/1;9344;7043;33;3088;
1500;600;1800;3088.156/1;9758;7336;33;3088;
1600;600;1800;3088.166/1;10229;7670;33;3088;
1700;600;1800;3088.176/1;10903;8200;33;3088;
1800;600;1800;3088.186/1;11305;8485;33;3088;
1900;600;1800;3088.196/1;11708;8771;33;3088;
2000;600;1800;3088.206/1;12111;9056;34;3088;
800;700;1800;3088.087/1;7173;5504;30;3088;
900;700;1800;3088.097/1;7606;5811;31;3088;
1000;700;1800;3088.107/1;8039;6118;31;3088;
1100;700;1800;3088.117/1;8472;6425;32;3088;
1200;700;1800;3088.127/1;8905;6732;32;3088;
1300;700;1800;3088.137/1;9338;7038;33;3088;
1400;700;1800;3088.147/1;9771;7345;33;3088;
1500;700;1800;3088.157/1;10204;7652;33;3088;
1600;700;1800;3088.167/1;10709;8010;34;3088;
1700;700;1800;3088.177/1;11401;8553;33;3088;
1800;700;1800;3088.187/1;11823;8852;34;3088;
1900;700;1800;3088.197/1;12245;9152;34;3088;
2000;700;1800;3088.207/1;12667;9450;34;3088;
800;800;1800;3088.088/1;7485;5725;31;3088;
900;800;1800;3088.098/1;7937;6046;31;3088;
1000;800;1800;3088.108/1;8390;6366;32;3088;
1100;800;1800;3088.118/1;8841;6687;32;3088;
1200;800;1800;3088.128/1;9294;7007;33;3088;
1300;800;1800;3088.138/1;9746;7327;33;3088;
1400;800;1800;3088.148/1;10198;7648;33;3088;
1500;800;1800;3088.158/1;10650;7968;34;3088;
1600;800;1800;3088.168/1;11188;8350;34;3088;
1700;800;1800;3088.178/1;11900;8907;34;3088;
1800;800;1800;3088.188/1;12341;9219;34;3088;
1900;800;1800;3088.198/1;12782;9532;34;3088;
2000;800;1800;3088.208/1;13223;9845;34;3088;
800;500;2000;3088.085/2;6882;5299;30;3088;
900;500;2000;3088.095/2;7299;5595;30;3088;
1000;500;2000;3088.105/2;7717;5891;31;3088;
1100;500;2000;3088.115/2;8134;6187;31;3088;
1200;500;2000;3088.125/2;8552;6483;32;3088;
1300;500;2000;3088.135/2;8970;6779;32;3088;
1400;500;2000;3088.145/2;9388;7075;33;3088;
1500;500;2000;3088.155/2;9805;7371;33;3088;
1600;500;2000;3088.165/2;10288;7713;33;3088;
1700;500;2000;3088.175/2;10970;8250;33;3088;
1800;500;2000;3088.185/2;11377;8539;33;3088;
1900;500;2000;3088.195/2;11782;8826;33;3088;
2000;500;2000;3088.205/2;12190;9115;34;3088;
800;600;2000;3088.086/2;7209;5531;30;3088;
900;600;2000;3088.096/2;7646;5841;31;3088;
1000;600;2000;3088.106/2;8083;6151;31;3088;
1100;600;2000;3088.116/2;8519;6460;32;3088;
1200;600;2000;3088.126/2;8956;6770;32;3088;
1300;600;2000;3088.136/2;9393;7079;33;3088;
1400;600;2000;3088.146/2;9830;7389;33;3088;
1500;600;2000;3088.156/2;10266;7698;33;3088;
1600;600;2000;3088.166/2;10782;8064;34;3088;
1700;600;2000;3088.176/2;11484;8615;33;3088;
1800;600;2000;3088.186/2;11910;8916;34;3088;
1900;600;2000;3088.196/2;12336;9218;34;3088;
2000;600;2000;3088.206/2;12761;9520;34;3088;
800;700;2000;3088.087/2;7536;5763;31;3088;
900;700;2000;3088.097/2;7992;6086;31;3088;
1000;700;2000;3088.107/2;8448;6410;32;3088;
1100;700;2000;3088.117/2;8904;6733;32;3088;
1200;700;2000;3088.127/2;9360;7056;33;3088;
1300;700;2000;3088.137/2;9816;7379;33;3088;
1400;700;2000;3088.147/2;10272;7702;33;3088;
1500;700;2000;3088.157/2;10728;8025;34;3088;
1600;700;2000;3088.167/2;11277;8414;34;3088;
1700;700;2000;3088.177/2;11998;8979;34;3088;
1800;700;2000;3088.187/2;12443;9294;34;3088;
1900;700;2000;3088.197/2;12888;9610;34;3088;
2000;700;2000;3088.207/2;13332;9925;34;3088;
800;800;2000;3088.088/2;7864;5995;31;3088;
900;800;2000;3088.098/2;8339;6332;32;3088;
1000;800;2000;3088.108/2;8814;6669;32;3088;
1100;800;2000;3088.118/2;9289;7005;33;3088;
1200;800;2000;3088.128/2;9764;7342;33;3088;
1300;800;2000;3088.138/2;10239;7679;33;3088;
1400;800;2000;3088.148/2;10714;8016;34;3088;
1500;800;2000;3088.158/2;11189;8352;34;3088;
1600;800;2000;3088.168/2;11772;8765;34;3088;
1700;800;2000;3088.178/2;12253;9160;34;3088;
1800;800;2000;3088.188/2;12976;9672;34;3088;
1900;800;2000;3088.198/2;13440;10001;34;3088;
2000;800;2000;3088.208/2;13904;10330;35;3088;
800;500;1800;3089.085/1;7904;6147;29;3089;
900;500;1800;3089.095/1;8362;6472;29;3089;
1000;500;1800;3089.105/1;8820;6796;30;3089;
1100;500;1800;3089.115/1;9278;7121;30;3089;
1200;500;1800;3089.125/1;9736;7445;31;3089;
1300;500;1800;3089.135/1;10194;7770;31;3089;
1400;500;1800;3089.145/1;10651;8094;32;3089;
1500;500;1800;3089.155/1;11109;8419;32;3089;
1600;500;1800;3089.165/1;12016;9061;33;3089;
1700;500;1800;3089.175/1;12759;9640;32;3089;
1800;500;1800;3089.185/1;13231;9975;33;3089;
1900;500;1800;3089.195/1;13703;10310;33;3089;
2000;500;1800;3089.205/1;14175;10644;33;3089;
800;600;1800;3089.086/1;8220;6371;29;3089;
900;600;1800;3089.096/1;8697;6709;30;3089;
1000;600;1800;3089.106/1;9174;7047;30;3089;
1100;600;1800;3089.116/1;9651;7385;31;3089;
1200;600;1800;3089.126/1;10128;7724;31;3089;
1300;600;1800;3089.136/1;10605;8061;32;3089;
1400;600;1800;3089.146/1;11082;8399;32;3089;
1500;600;1800;3089.156/1;11559;8738;32;3089;
1600;600;1800;3089.166/1;12499;9404;33;3089;
1700;600;1800;3089.176/1;13261;9996;33;3089;
1800;600;1800;3089.186/1;13753;10345;33;3089;
1900;600;1800;3089.196/1;14244;10693;33;3089;
2000;600;1800;3089.206/1;14735;11041;33;3089;
800;700;1800;3089.087/1;8536;6595;29;3089;
900;700;1800;3089.097/1;9032;6946;30;3089;
1000;700;1800;3089.107/1;9528;7298;31;3089;
1100;700;1800;3089.117/1;10024;7650;31;3089;
1200;700;1800;3089.127/1;10521;8002;31;3089;
1300;700;1800;3089.137/1;11017;8353;32;3089;
1400;700;1800;3089.147/1;11513;8705;32;3089;
1500;700;1800;3089.157/1;12009;9057;33;3089;
1600;700;1800;3089.167/1;12982;9746;33;3089;
1700;700;1800;3089.177/1;13764;10352;33;3089;
1800;700;1800;3089.187/1;14274;10714;33;3089;
1900;700;1800;3089.197/1;14784;11076;33;3089;
2000;700;1800;3089.207/1;15295;11438;34;3089;
800;800;1800;3089.088/1;8852;6819;30;3089;
900;800;1800;3089.098/1;9367;7184;30;3089;
1000;800;1800;3089.108/1;9883;7549;31;3089;
1100;800;1800;3089.118/1;10398;7914;31;3089;
1200;800;1800;3089.128/1;10913;8280;32;3089;
1300;800;1800;3089.138/1;11428;8645;32;3089;
1400;800;1800;3089.148/1;11944;9010;33;3089;
1500;800;1800;3089.158/1;12459;9376;33;3089;
1600;800;1800;3089.168/1;13465;10088;33;3089;
1700;800;1800;3089.178/1;14266;10708;33;3089;
1800;800;1800;3089.188/1;14795;11084;33;3089;
1900;800;1800;3089.198/1;15325;11459;34;3089;
2000;800;1800;3089.208/1;15855;11835;34;3089;
800;500;2000;3089.085/2;8328;6449;29;3089;
900;500;2000;3089.095/2;8817;6796;30;3089;
1000;500;2000;3089.105/2;9305;7142;30;3089;
1100;500;2000;3089.115/2;9794;7488;31;3089;
1200;500;2000;3089.125/2;10282;7834;31;3089;
1300;500;2000;3089.135/2;10771;8181;32;3089;
1400;500;2000;3089.145/2;11259;8527;32;3089;
1500;500;2000;3089.155/2;11748;8873;32;3089;
1600;500;2000;3089.165/2;12707;9553;33;3089;
1700;500;2000;3089.175/2;13486;10158;33;3089;
1800;500;2000;3089.185/2;13989;10515;33;3089;
1900;500;2000;3089.195/2;14492;10871;33;3089;
2000;500;2000;3089.205/2;14995;11228;34;3089;
800;600;2000;3089.086/2;8659;6684;30;3089;
900;600;2000;3089.096/2;9167;7044;30;3089;
1000;600;2000;3089.106/2;9675;7404;31;3089;
1100;600;2000;3089.116/2;10182;7764;31;3089;
1200;600;2000;3089.126/2;10690;8123;32;3089;
1300;600;2000;3089.136/2;11198;8483;32;3089;
1400;600;2000;3089.146/2;11705;8843;32;3089;
1500;600;2000;3089.156/2;12213;9203;33;3089;
1600;600;2000;3089.166/2;13206;9906;33;3089;
1700;600;2000;3089.176/2;14004;10525;33;3089;
1800;600;2000;3089.186/2;14526;10895;33;3089;
1900;600;2000;3089.196/2;15048;11265;34;3089;
2000;600;2000;3089.206/2;15570;11635;34;3089;
800;700;2000;3089.087/2;8990;6919;30;3089;
900;700;2000;3089.097/2;9517;7292;31;3089;
1000;700;2000;3089.107/2;10044;7666;31;3089;
1100;700;2000;3089.117/2;10571;8039;31;3089;
1200;700;2000;3089.127/2;11098;8413;32;3089;
1300;700;2000;3089.137/2;11625;8786;32;3089;
1400;700;2000;3089.147/2;12151;9159;33;3089;
1500;700;2000;3089.157/2;12679;9533;33;3089;
1600;700;2000;3089.167/2;13704;10260;34;3089;
1700;700;2000;3089.177/2;14522;10892;33;3089;
1800;700;2000;3089.187/2;15063;11276;34;3089;
1900;700;2000;3089.197/2;15604;11659;34;3089;
2000;700;2000;3089.207/2;16145;12043;34;3089;
800;800;2000;3089.088/2;9322;7154;30;3089;
900;800;2000;3089.098/2;9867;7540;31;3089;
1000;800;2000;3089.108/2;10414;7928;31;3089;
1100;800;2000;3089.118/2;10960;8314;32;3089;
1200;800;2000;3089.128/2;11506;8702;32;3089;
1300;800;2000;3089.138/2;12052;9088;33;3089;
1400;800;2000;3089.148/2;12598;9475;33;3089;
1500;800;2000;3089.158/2;13144;9862;33;3089;
1600;800;2000;3089.168/2;14202;10613;34;3089;
1700;800;2000;3089.178/2;15039;11259;34;3089;
1800;800;2000;3089.188/2;15599;11656;34;3089;
1900;800;2000;3089.198/2;16160;12054;34;3089;
2000;800;2000;3089.208/2;16720;12451;34;3089;
700;500;1800;3092.075/1;5589;4311;30;3092;
800;500;1800;3092.085/1;5924;4548;30;3092;
900;500;1800;3092.095/1;6259;4786;31;3092;
1000;500;1800;3092.105/1;6594;5023;31;3092;
1100;500;1800;3092.115/1;6929;5261;32;3092;
1200;500;1800;3092.125/1;7264;5498;32;3092;
700;600;1800;3092.076/1;5885;4520;30;3092;
800;600;1800;3092.086/1;6239;4771;31;3092;
900;600;1800;3092.096/1;6592;5022;31;3092;
1000;600;1800;3092.106/1;6946;5273;32;3092;
1100;600;1800;3092.116/1;7301;5524;32;3092;
1200;600;1800;3092.126/1;7655;5775;33;3092;
700;700;1800;3092.077/1;6179;4729;31;3092;
800;700;1800;3092.087/1;6553;4994;31;3092;
900;700;1800;3092.097/1;6926;5258;32;3092;
1000;700;1800;3092.107/1;7299;5523;32;3092;
1100;700;1800;3092.117/1;7672;5787;33;3092;
1200;700;1800;3092.127/1;8045;6052;33;3092;
700;800;1800;3092.078/1;6474;4938;31;3092;
800;800;1800;3092.088/1;6867;5216;32;3092;
900;800;1800;3092.098/1;7259;5494;32;3092;
1000;800;1800;3092.108/1;7651;5772;33;3092;
1100;800;1800;3092.118/1;8044;6051;33;3092;
1200;800;1800;3092.128/1;8436;6329;33;3092;
700;500;2000;3092.075/2;5883;4519;30;3092;
800;500;2000;3092.085/2;6238;4771;31;3092;
900;500;2000;3092.095/2;6593;5022;31;3092;
1000;500;2000;3092.105/2;6947;5273;32;3092;
1100;500;2000;3092.115/2;7303;5525;32;3092;
1200;500;2000;3092.125/2;7657;5776;33;3092;
700;600;2000;3092.076/2;6194;4739;31;3092;
800;600;2000;3092.086/2;6567;5004;31;3092;
900;600;2000;3092.09/2;6942;5269;32;3092;
1000;600;2000;3092.106/2;7315;5534;32;3092;
1100;600;2000;3092.116/2;7689;5799;33;3092;
1200;600;2000;3092.126/2;8064;6065;33;3092;
700;700;2000;3092.077/2;6504;4959;31;3092;
800;700;2000;3092.087/2;6897;5238;32;3092;
900;700;2000;3092.097/2;7290;5516;32;3092;
1000;700;2000;3092.107/2;7683;5795;33;3092;
1100;700;2000;3092.117/2;8076;6074;33;3092;
1200;700;2000;3092.127/2;8469;6352;33;3092;
700;800;2000;3092.078/2;7073;5362;32;3092;
800;800;2000;3092.088/2;7370;5573;32;3092;
900;800;2000;3092.098/2;7638;5763;33;3092;
1000;800;2000;3092.108/2;8051;6056;33;3092;
1100;800;2000;3092.118/2;8463;6348;33;3092;
1200;800;2000;3092.128/2;8876;6640;34;3092;
400;500;1800;3090.045/1;3909;3050;28;3090;
500;500;1800;3090.055/1;4229;3276;29;3090;
600;500;1800;3090.065/1;4547;3502;30;3090;
400;600;1800;3090.046/1;4147;3218;29;3090;
500;600;1800;3090.056/1;4485;3457;30;3090;
600;600;1800;3090.066/1;4823;3697;30;3090;
400;700;1800;3090.047/1;4384;3386;29;3090;
500;700;1800;3090.057/1;4742;3640;30;3090;
600;700;1800;3090.067/1;5099;3893;31;3090;
400;800;1800;3090.048/1;4622;3555;30;3090;
500;800;1800;3090.058/1;4998;3821;31;3090;
600;800;1800;3090.068/1;5375;4088;31;3090;
400;500;2000;3090.045/2;4113;3194;29;3090;
500;500;2000;3090.055/2;4451;3434;30;3090;
600;500;2000;3090.065/2;4790;3674;30;3090;
400;600;2000;3090.046/2;4366;3373;29;3090;
500;600;2000;3090.056/2;4724;3627;30;3090;
600;600;2000;3090.066/2;5082;3880;31;3090;
400;700;2000;3090.047/2;4618;3552;30;3090;
500;700;2000;3090.057/2;4995;3819;31;3090;
600;700;2000;3090.067/2;5372;4086;31;3090;
400;800;2000;3090.048/2;4871;3731;31;3090;
500;800;2000;3090.058/2;5267;4012;31;3090;
600;800;2000;3090.068/2;5664;4293;32;3090;
400;500;1800;3091.045/1;5045;4008;26;3091;
500;500;1800;3091.055/1;5439;4287;27;3091;
600;500;1800;3091.065/1;5832;4566;28;3091;
400;600;1800;3091.046/1;5284;4178;26;3091;
500;600;1800;3091.056/1;5697;4470;27;3091;
600;600;1800;3091.066/1;6110;4763;28;3091;
400;700;1800;3091.047/1;5524;4347;27;3091;
500;700;1800;3091.057/1;5955;4653;28;3091;
600;700;1800;3091.067/1;6387;4959;29;3091;
400;800;1800;3091.048/1;5763;4517;28;3091;
500;800;1800;3091.058/1;6214;4836;28;3091;
600;800;1800;3091.068/1;6665;5156;29;3091;
400;500;2000;3091.045/2;5284;4178;26;3091;
500;500;2000;3091.055/2;5702;4474;27;3091;
600;500;2000;3091.065/2;6120;4770;28;3091;
400;600;2000;3091.046/2;5539;4358;27;3091;
500;600;2000;3091.056/2;5976;4668;28;3091;
600;600;2000;3091.066/2;6413;4978;29;3091;
400;700;2000;3091.047/2;5793;4539;28;3091;
500;700;2000;3091.057/2;6250;4862;29;3091;
600;700;2000;3091.067/2;6706;5185;29;3091;
400;800;2000;3091.048/2;6048;4719;28;3091;
500;800;2000;3091.058/2;6523;5056;29;3091;
600;800;2000;3091.068/2;6999;5393;30;3091;
700;500;1800;3093.075/1;7158;5688;26;3093;
800;500;1800;3093.085/1;7558;5972;27;3093;
900;500;1800;3093.095/1;7958;6255;27;3093;
1000;500;1800;3093.105/1;8358;6539;28;3093;
1100;500;1800;3093.115/1;8758;6822;28;3093;
1200;500;1800;3093.125/1;9158;7106;29;3093;
700;600;1800;3093.075/1;7454;5898;26;3093;
800;600;1800;3093.085/1;7874;6196;27;3093;
900;600;1800;3093.095/1;8292;6492;28;3093;
1000;600;1800;3093.105/1;8712;6790;28;3093;
1100;600;1800;3093.115/1;9131;7087;29;3093;
1200;600;1800;3093.125/1;9550;7384;29;3093;
700;700;1800;3093.075/1;7751;6109;27;3093;
800;700;1800;3093.085/1;8189;6419;28;3093;
900;700;1800;3093.095/1;8627;6730;28;3093;
1000;700;1800;3093.105/1;9066;7041;29;3093;
1100;700;1800;3093.115/1;9504;7351;29;3093;
1200;700;1800;3093.125/1;9943;7662;30;3093;
700;800;1800;3093.075/1;8048;6319;27;3093;
800;800;1800;3093.085/1;8505;6643;28;3093;
900;800;1800;3093.095/1;8962;6967;29;3093;
1000;800;1800;3093.105/1;9420;7292;29;3093;
1100;800;1800;3093.115/1;9878;7616;30;3093;
1200;800;1800;3093.125/1;10335;7940;30;3093;
700;500;2000;3093.075/2;7461;5903;26;3093;
800;500;2000;3093.085/2;7885;6203;27;3093;
900;500;2000;3093.095/2;8309;6504;28;3093;
1000;500;2000;3093.105/2;8734;6805;28;3093;
1100;500;2000;3093.115/2;9158;7106;29;3093;
1200;500;2000;3093.125/2;9583;7407;29;3093;
700;600;2000;3093.076/2;7772;6124;27;3093;
800;600;2000;3093.086/2;8216;6438;28;3093;
900;600;2000;3093.096/2;8660;6753;28;3093;
1000;600;2000;3093.106/2;9103;7067;29;3093;
1100;600;2000;3093.116/2;9547;7382;29;3093;
1200;600;2000;3093.126/2;9991;7696;30;3093;
700;700;2000;3093.077/2;8084;6345;27;3093;
800;700;2000;3093.087/2;8547;6673;28;3093;
900;700;2000;3093.097/2;9010;7001;29;3093;
1000;700;2000;3093.107/2;9473;7329;29;3093;
1100;700;2000;3093.117/2;9936;7657;30;3093;
1200;700;2000;3093.127/2;10399;7985;30;3093;
700;800;2000;3093.078/2;8396;6566;28;3093;
800;800;2000;3093.088/2;8878;6907;29;3093;
900;800;2000;3093.098/2;9360;7249;29;3093;
1000;800;2000;3093.108/2;9842;7591;30;3093;
1100;800;2000;3093.118/2;10324;7932;30;3093;
1200;800;2000;3093.128/2;10806;8274;31;3093;
400;500;1800;3094.045/1;3597;2813;28;3094;
500;500;1800;3094.055/1;3864;3002;29;3094;
600;500;1800;3094.065/1;4131;3192;29;3094;
400;600;1800;3094.046/1;3798;2956;29;3094;
500;600;1800;3094.056/1;4077;3153;29;3094;
600;600;1800;3094.066/1;4356;3351;30;3094;
400;700;1800;3094.047/1;4000;3098;29;3094;
500;700;1800;3094.057/1;4290;3304;30;3094;
600;700;1800;3094.067/1;4580;3510;31;3094;
400;800;1800;3094.048/1;4201;3241;30;3094;
500;800;1800;3094.058/1;4503;3455;30;3094;
600;800;1800;3094.068/1;4805;3669;31;3094;
400;500;2000;3094.045/2;3800;2957;29;3094;
500;500;2000;3094.055/2;4087;3160;29;3094;
600;500;2000;3094.065/2;4374;3364;30;3094;
400;600;2000;3094.046/2;4017;3110;29;3094;
500;600;2000;3094.056/2;4315;3322;30;3094;
600;600;2000;3094.066/2;4614;3534;31;3094;
400;700;2000;3094.047/2;4233;3264;30;3094;
500;700;2000;3094.057/2;4544;3484;30;3094;
600;700;2000;3094.067/2;4854;3704;31;3094;
400;800;2000;3094.048/2;4451;3418;30;3094;
500;800;2000;3094.058/2;4773;3646;31;3094;
600;800;2000;3094.068/2;5094;3874;32;3094;
800;500;1800;3096.085/1;5882;4500;31;3096;
900;500;1800;3096.095/1;6157;4695;31;3096;
1000;500;1800;3096.105/1;6433;4890;32;3096;
1100;500;1800;3096.115/1;6708;5085;32;3096;
1200;500;1800;3096.125/1;6983;5280;32;3096;
800;600;1800;3096.085/1;6195;4722;31;3096;
900;600;1800;3096.095/1;6482;4925;32;3096;
1000;600;1800;3096.105/1;6768;5128;32;3096;
1100;600;1800;3096.115/1;7055;5331;32;3096;
1200;600;1800;3096.125/1;7342;5534;33;3096;
800;700;1800;3096.085/1;6507;4944;32;3096;
900;700;1800;3096.095/1;6806;5155;32;3096;
1000;700;1800;3096.105/1;7104;5366;32;3096;
1100;700;1800;3096.115/1;7402;5577;33;3096;
1200;700;1800;3096.125/1;7701;5788;33;3096;
800;800;1800;3096.085/1;6820;5165;32;3096;
900;800;1800;3096.095/1;7130;5385;32;3096;
1000;800;1800;3096.105/1;7440;5604;33;3096;
1100;800;1800;3096.115/1;7749;5823;33;3096;
1200;800;1800;3096.125/1;8060;6042;33;3096;
800;500;2000;3096.085/2;6261;4769;31;3096;
900;500;2000;3096.095/2;6556;4978;32;3096;
1000;500;2000;3096.105/2;6851;5187;32;3096;
1100;500;2000;3096.115/2;7146;5395;32;3096;
1200;500;2000;3096.125/2;7441;5604;33;3096;
800;600;2000;3096.085/2;6597;5007;32;3096;
900;600;2000;3096.095/2;6903;5224;32;3096;
1000;600;2000;3096.105/2;7210;5441;33;3096;
1100;600;2000;3096.115/2;7517;5658;33;3096;
1200;600;2000;3096.125/2;7823;5875;33;3096;
800;700;2000;3096.085/2;6932;5245;32;3096;
900;700;2000;3096.095/2;7280;5491;33;3096;
1000;700;2000;3096.105/2;7569;5695;33;3096;
1100;700;2000;3096.115/2;7887;5920;33;3096;
1200;700;2000;3096.125/2;8205;6145;34;3096;
800;800;2000;3096.085/2;7268;5483;33;3096;
900;800;2000;3096.095/2;7598;5716;33;3096;
1000;800;2000;3096.105/2;7927;5949;33;3096;
1100;800;2000;3096.115/2;8257;6183;34;3096;
1200;800;2000;3096.125/2;8587;6416;34;3096;
800;500;1800;3098.085/1;6020;4616;30;3098;
900;500;1800;3098.095/1;6299;4814;31;3098;
1000;500;1800;3098.105/1;6577;5011;31;3098;
1100;500;1800;3098.115/1;6856;5209;32;3098;
1200;500;1800;3098.125/1;7135;5407;32;3098;
800;600;1800;3098.085/1;6354;4853;31;3098;
900;600;1800;3098.095/1;6646;5060;31;3098;
1000;600;1800;3098.105/1;6938;5267;32;3098;
1100;600;1800;3098.115/1;7231;5474;32;3098;
1200;600;1800;3098.125/1;7523;5681;32;3098;
800;700;1800;3098.085/1;6688;5090;31;3098;
900;700;1800;3098.095/1;6994;5306;32;3098;
1000;700;1800;3098.105/1;7300;5523;32;3098;
1100;700;1800;3098.115/1;7605;5739;33;3098;
1200;700;1800;3098.125/1;7911;5956;33;3098;
800;800;1800;3098.085/1;7022;5326;32;3098;
900;800;1800;3098.095/1;7341;5553;32;3098;
1000;800;1800;3098.105/1;7661;5779;33;3098;
1100;800;1800;3098.115/1;7980;6005;33;3098;
1200;800;1800;3098.125/1;8298;6231;33;3098;
800;500;2000;3098.085/2;6398;4884;31;3098;
900;500;2000;3098.095/2;6697;5096;31;3098;
1000;500;2000;3098.105/2;6996;5308;32;3098;
1100;500;2000;3098.115/2;7295;5520;32;3098;
1200;500;2000;3098.125/2;7594;5732;32;3098;
800;600;2000;3098.085/2;6755;5137;31;3098;
900;600;2000;3098.095/2;7068;5359;32;3098;
1000;600;2000;3098.105/2;7380;5580;32;3098;
1100;600;2000;3098.115/2;7692;5801;33;3098;
1200;600;2000;3098.125/2;8005;6023;33;3098;
800;700;2000;3098.085/2;7113;5391;32;3098;
900;700;2000;3098.095/2;7438;5621;32;3098;
1000;700;2000;3098.105/2;7764;5852;33;3098;
1100;700;2000;3098.115/2;8089;6083;33;3098;
1200;700;2000;3098.125/2;8415;6314;33;3098;
800;800;2000;3098.085/2;7470;5644;32;3098;
900;800;2000;3098.095/2;7809;5884;33;3098;
